time_point,cluster,comparison_type,ctrl_cells,mut_cells,total_cells,analysis_status,reason,total_genes_analyzed,significant_genes,upregulated_genes,downregulated_genes,pct_significant,analysis_date,min_cells_threshold,meets_threshold,ctrl_mut_ratio
p30,23,cluster_specific,33,14,47,skipped,"Insufficient cells (ctrl: 33, mut: 14)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,2.357142857142857
p30,3,cluster_specific,542,428,970,analyzed,Sufficient cells (≥20 in both conditions),960.0,339.0,339.0,0.0,35.3125,2025-09-15 11:23:07,20,True,1.266355140186916
p30,4,cluster_specific,3,15,18,skipped,"Insufficient cells (ctrl: 3, mut: 15)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.2
p30,5,cluster_specific,359,171,530,analyzed,Sufficient cells (≥20 in both conditions),960.0,225.0,224.0,1.0,23.4375,2025-09-15 11:23:07,20,True,2.0994152046783627
p30,6,cluster_specific,332,414,746,analyzed,Sufficient cells (≥20 in both conditions),960.0,192.0,190.0,2.0,20.0,2025-09-15 11:23:07,20,True,0.8019323671497585
p30,7,cluster_specific,33,16,49,skipped,"Insufficient cells (ctrl: 33, mut: 16)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,2.0625
p30,8,cluster_specific,1188,476,1664,analyzed,Sufficient cells (≥20 in both conditions),960.0,382.0,380.0,2.0,39.791666666666664,2025-09-15 11:23:07,20,True,2.495798319327731
p30,9,cluster_specific,110,8,118,skipped,"Insufficient cells (ctrl: 110, mut: 8)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,13.75
p0,0,cluster_specific,479,2535,3014,analyzed,Sufficient cells (≥20 in both conditions),960.0,16.0,11.0,5.0,1.6666666666666667,2025-09-15 11:23:07,20,True,0.18895463510848126
p0,1,cluster_specific,207,599,806,analyzed,Sufficient cells (≥20 in both conditions),960.0,11.0,3.0,8.0,1.1458333333333333,2025-09-15 11:23:07,20,True,0.34557595993322204
p0,10,cluster_specific,75,100,175,analyzed,Sufficient cells (≥20 in both conditions),960.0,1.0,1.0,0.0,0.10416666666666667,2025-09-15 11:23:07,20,True,0.75
p0,11,cluster_specific,90,284,374,analyzed,Sufficient cells (≥20 in both conditions),960.0,4.0,3.0,1.0,0.4166666666666667,2025-09-15 11:23:07,20,True,0.31690140845070425
p0,12,cluster_specific,8,15,23,skipped,"Insufficient cells (ctrl: 8, mut: 15)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.5333333333333333
p0,13,cluster_specific,13,43,56,skipped,"Insufficient cells (ctrl: 13, mut: 43)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.3023255813953488
p0,14,cluster_specific,4,0,4,skipped,"Insufficient cells (ctrl: 4, mut: 0)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,inf
p0,15,cluster_specific,703,11,714,skipped,"Insufficient cells (ctrl: 703, mut: 11)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,63.90909090909091
p0,16,cluster_specific,51,69,120,analyzed,Sufficient cells (≥20 in both conditions),960.0,1.0,1.0,0.0,0.10416666666666667,2025-09-15 11:23:07,20,True,0.7391304347826086
p0,17,cluster_specific,97,297,394,analyzed,Sufficient cells (≥20 in both conditions),960.0,9.0,7.0,2.0,0.9375,2025-09-15 11:23:07,20,True,0.3265993265993266
p0,18,cluster_specific,9,220,229,skipped,"Insufficient cells (ctrl: 9, mut: 220)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.04090909090909091
p0,19,cluster_specific,78,221,299,analyzed,Sufficient cells (≥20 in both conditions),960.0,1.0,1.0,0.0,0.10416666666666667,2025-09-15 11:23:07,20,True,0.35294117647058826
p0,2,cluster_specific,209,686,895,analyzed,Sufficient cells (≥20 in both conditions),960.0,27.0,11.0,16.0,2.8125,2025-09-15 11:23:07,20,True,0.30466472303207
p0,20,cluster_specific,5,51,56,skipped,"Insufficient cells (ctrl: 5, mut: 51)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.09803921568627451
p0,21,cluster_specific,50,191,241,analyzed,Sufficient cells (≥20 in both conditions),960.0,1.0,1.0,0.0,0.10416666666666667,2025-09-15 11:23:07,20,True,0.2617801047120419
p0,22,cluster_specific,59,146,205,analyzed,Sufficient cells (≥20 in both conditions),960.0,1.0,1.0,0.0,0.10416666666666667,2025-09-15 11:23:07,20,True,0.4041095890410959
p0,23,cluster_specific,12,43,55,skipped,"Insufficient cells (ctrl: 12, mut: 43)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.27906976744186046
p0,3,cluster_specific,328,534,862,analyzed,Sufficient cells (≥20 in both conditions),960.0,47.0,1.0,46.0,4.895833333333333,2025-09-15 11:23:07,20,True,0.6142322097378277
p0,4,cluster_specific,7,0,7,skipped,"Insufficient cells (ctrl: 7, mut: 0)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,inf
p0,5,cluster_specific,367,621,988,analyzed,Sufficient cells (≥20 in both conditions),960.0,58.0,4.0,54.0,6.041666666666667,2025-09-15 11:23:07,20,True,0.5909822866344605
p0,6,cluster_specific,159,188,347,analyzed,Sufficient cells (≥20 in both conditions),960.0,7.0,2.0,5.0,0.7291666666666666,2025-09-15 11:23:07,20,True,0.8457446808510638
p0,7,cluster_specific,1278,191,1469,analyzed,Sufficient cells (≥20 in both conditions),960.0,117.0,4.0,113.0,12.1875,2025-09-15 11:23:07,20,True,6.69109947643979
p0,8,cluster_specific,2,4,6,skipped,"Insufficient cells (ctrl: 2, mut: 4)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.5
p0,9,cluster_specific,155,462,617,analyzed,Sufficient cells (≥20 in both conditions),960.0,6.0,2.0,4.0,0.625,2025-09-15 11:23:07,20,True,0.3354978354978355
e16,0,cluster_specific,18,47,65,skipped,"Insufficient cells (ctrl: 18, mut: 47)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.3829787234042553
e16,1,cluster_specific,7,15,22,skipped,"Insufficient cells (ctrl: 7, mut: 15)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.4666666666666667
e16,10,cluster_specific,6,13,19,skipped,"Insufficient cells (ctrl: 6, mut: 13)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.46153846153846156
e16,11,cluster_specific,15,25,40,skipped,"Insufficient cells (ctrl: 15, mut: 25)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.6
e16,12,cluster_specific,0,2,2,skipped,"Insufficient cells (ctrl: 0, mut: 2)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.0
e16,13,cluster_specific,8,10,18,skipped,"Insufficient cells (ctrl: 8, mut: 10)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.8
e16,14,cluster_specific,907,446,1353,analyzed,Sufficient cells (≥20 in both conditions),960.0,98.0,8.0,90.0,10.208333333333334,2025-09-15 11:23:07,20,True,2.0336322869955157
e16,15,cluster_specific,0,193,193,skipped,"Insufficient cells (ctrl: 0, mut: 193)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.0
e16,16,cluster_specific,34,41,75,skipped,"Insufficient cells (ctrl: 34, mut: 41)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,True,0.8292682926829268
e16,17,cluster_specific,9,32,41,skipped,"Insufficient cells (ctrl: 9, mut: 32)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.28125
e16,18,cluster_specific,136,181,317,analyzed,Sufficient cells (≥20 in both conditions),960.0,58.0,2.0,56.0,6.041666666666667,2025-09-15 11:23:07,20,True,0.7513812154696132
e16,19,cluster_specific,7,20,27,skipped,"Insufficient cells (ctrl: 7, mut: 20)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.35
e16,2,cluster_specific,25,36,61,skipped,"Insufficient cells (ctrl: 25, mut: 36)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,True,0.6944444444444444
e16,20,cluster_specific,0,3,3,skipped,"Insufficient cells (ctrl: 0, mut: 3)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.0
e16,21,cluster_specific,133,82,215,analyzed,Sufficient cells (≥20 in both conditions),960.0,7.0,0.0,7.0,0.7291666666666666,2025-09-15 11:23:07,20,True,1.6219512195121952
e16,22,cluster_specific,7,28,35,skipped,"Insufficient cells (ctrl: 7, mut: 28)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.25
e16,23,cluster_specific,6,8,14,skipped,"Insufficient cells (ctrl: 6, mut: 8)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.75
e16,3,cluster_specific,353,438,791,analyzed,Sufficient cells (≥20 in both conditions),960.0,41.0,10.0,31.0,4.270833333333333,2025-09-15 11:23:07,20,True,0.8059360730593608
e16,4,cluster_specific,1835,1132,2967,analyzed,Sufficient cells (≥20 in both conditions),960.0,60.0,18.0,42.0,6.25,2025-09-15 11:23:07,20,True,1.6210247349823321
e16,5,cluster_specific,123,131,254,analyzed,Sufficient cells (≥20 in both conditions),960.0,6.0,0.0,6.0,0.625,2025-09-15 11:23:07,20,True,0.9389312977099237
e16,6,cluster_specific,10,18,28,skipped,"Insufficient cells (ctrl: 10, mut: 18)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.5555555555555556
e16,7,cluster_specific,87,90,177,analyzed,Sufficient cells (≥20 in both conditions),960.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,True,0.9666666666666667
e16,9,cluster_specific,19,28,47,skipped,"Insufficient cells (ctrl: 19, mut: 28)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.6785714285714286
