gene,ctrl_mean,mut_mean,log2fc,pvalue,statistic,time_point,pvalue_adj,abs_log2fc,-log10_pvalue,-log10_pvalue_adj,significant,regulation
Slitrk5,10.080242,5.597639,-0.7479676473817161,6.485777668958437e-07,16394.0,p7,2.936955925566085e-06,0.7479676473817161,6.188037942927842,5.532102570817025,True,downregulated
Gria3,10.321405,6.173743,-0.6582551411891053,6.551208790738308e-07,16403.0,p7,2.9526574831496603e-06,0.6582551411891053,6.183678559136134,5.5297869295353035,True,downregulated
Jam3,11.776503,6.1355615,-0.840394113865928,6.599232144175844e-07,16436.5,p7,2.9604032048639302e-06,0.840394113865928,6.1805065939956165,5.5286491343052395,True,downregulated
Gnai3,14.251416,9.431444,-0.5480043099848151,6.76554471559603e-07,16376.0,p7,3.0069087624871246e-06,0.5480043099848151,6.169697231223945,5.521879749335308,True,downregulated
Clu,16.898943,8.480935,-0.9167731261230219,6.75191612793012e-07,16391.0,p7,3.0069087624871246e-06,0.9167731261230219,6.170572961140009,5.521879749335308,True,downregulated
Igf1r,22.325602,14.532799,-0.5865964851100707,6.867885831225868e-07,16377.0,p7,3.0383273723395543e-06,0.5865964851100707,6.163176932975409,5.51736543378437,True,downregulated
Shank3,11.087724,7.2210264,-0.5561521576232706,7.036819940341813e-07,16390.0,p7,3.0987830929945598e-06,0.5561521576232706,6.152623561650797,5.508808822215833,True,downregulated
Cdk4,4.7211404,1.5920331,-1.1422185774672862,7.426090112764816e-07,18166.0,p7,3.2552723781982755e-06,1.1422185774672862,6.129239785080361,5.4874126668809105,True,downregulated
Stx4a,9.009332,5.2931757,-0.6694855256624972,7.804410564879022e-07,16521.0,p7,3.405560973765392e-06,0.6694855256624972,6.107659891843987,5.467811339626625,True,downregulated
Hes5,12.586281,7.9972987,-0.5945867520489658,7.880450087488919e-07,16431.5,p7,3.4231819384567253e-06,0.5945867520489658,6.103448977316205,5.465570017961747,True,downregulated
Nfasc,10.940719,5.894137,-0.7924478141176416,7.946216380412904e-07,16462.0,p7,3.436201678016391e-06,0.7924478141176416,6.099839613010856,5.463921354421926,True,downregulated
Sall3,12.598033,7.3326864,-0.7065443761285629,8.519520336986875e-07,16448.0,p7,3.6675961988822422e-06,0.7065443761285629,6.069584856038922,5.435618486047514,True,downregulated
Prex2,12.103301,7.249627,-0.667529492892762,9.653998567128456e-07,16549.0,p7,4.1374279573407665e-06,0.667529492892762,6.015292769976437,5.383269555271031,True,downregulated
Cntnap2,11.463511,6.715123,-0.6919494946296276,1.005105601439704e-06,16527.5,p7,4.269475121159804e-06,0.6919494946296276,5.9977883066880615,5.369625512795895,True,downregulated
Bmp7,12.79414,7.549212,-0.6901921485412927,1.0009943789726064e-06,16525.0,p7,4.269475121159804e-06,0.6901921485412927,5.999568361269966,5.369625512795895,True,downregulated
Trpc3,4.7306314,2.7591007,-0.6083065375115055,1.032032158865757e-06,16859.0,p7,4.33128467597526e-06,0.6083065375115055,5.9863067695689445,5.363383271097641,True,downregulated
Plxnc1,8.81934,4.766202,-0.7680046506144456,1.033191865414932e-06,16583.0,p7,4.33128467597526e-06,0.7680046506144456,5.9858190217973215,5.363383271097641,True,downregulated
Cul1,17.943851,11.592052,-0.5892162183111371,1.0294869580005861e-06,16478.5,p7,4.33128467597526e-06,0.5892162183111371,5.987379150847072,5.363383271097641,True,downregulated
Gng7,10.829576,5.942162,-0.7689413641386842,1.1032594488495856e-06,16541.0,p7,4.58945459562521e-06,0.7689413641386842,5.957322344356036,5.338238922346015,True,downregulated
Olig1,10.291582,6.862901,-0.5221140082503029,1.1043375120723162e-06,16522.5,p7,4.58945459562521e-06,0.5221140082503029,5.956898175493439,5.338238922346015,True,downregulated
Grik3,8.340861,5.0135627,-0.6353356314468562,1.2332597495287738e-06,16539.5,p7,5.103143791153546e-06,0.6353356314468562,5.908945442539398,5.2921621943907295,True,downregulated
Dicer1,7.5471525,4.2102685,-0.7140861468011088,1.254044815378955e-06,16669.0,p7,5.166879926024879e-06,0.7140861468011088,5.90168694299174,5.2867716309781905,True,downregulated
Llgl1,3.0053012,1.1664505,-0.8865774772423601,1.268144594430341e-06,17639.5,p7,5.20264448997063e-06,0.8865774772423601,5.896831225174295,5.2837758495448695,True,downregulated
Vldlr,8.69103,4.9245725,-0.7099388925542226,1.300909018662677e-06,16662.0,p7,5.31435173581349e-06,0.7099388925542226,5.885753075517136,5.274549704749304,True,downregulated
Bmpr1b,5.383002,2.9528837,-0.6913295387261575,1.4825495263085348e-06,17275.0,p7,6.0307099375262434e-06,0.6913295387261575,5.828990789604013,5.219631559534552,True,downregulated
Nfia,38.414978,27.746662,-0.45534952009189966,1.5148113315175096e-06,16576.0,p7,6.135944633994975e-06,0.45534952009189966,5.819641454807404,5.21211856777794,False,not_significant
Ccdc80,16.9817,9.821509,-0.732627755226992,1.5307294466519576e-06,16600.0,p7,6.174370877251593e-06,0.732627755226992,5.815101563194249,5.209407287211192,True,downregulated
Cdh20,8.863402,5.286036,-0.6499348502748139,1.562697810105046e-06,16651.0,p7,6.27694517866462e-06,0.6499348502748139,5.806124996448115,5.202251664356684,True,downregulated
Syn2,9.551829,5.247982,-0.7560309280995101,1.5984569784326357e-06,16772.0,p7,6.393827913730543e-06,0.7560309280995101,5.796299048025851,5.194239056697889,True,downregulated
Gosr2,12.521931,7.853148,-0.6110387159084733,1.6142694259353773e-06,16598.0,p7,6.430284850199014e-06,0.6110387159084733,5.792023978640087,5.191769788175386,True,downregulated
Csf1,8.528917,4.8120556,-0.7132638013638606,1.647401859650172e-06,16923.5,p7,6.521161225887809e-06,0.7132638013638606,5.783200448103851,5.185675062382964,True,downregulated
Unc13c,6.523549,3.8736236,-0.6264185483795699,1.6506689353028515e-06,16700.0,p7,6.521161225887809e-06,0.6264185483795699,5.782340021824221,5.185675062382964,True,downregulated
Gsn,9.954899,5.0456405,-0.8576090712270626,1.698896323179355e-06,17006.0,p7,6.684182255131889e-06,0.8576090712270626,5.769833123570605,5.174951716869765,True,downregulated
Ap2m1,6.2576895,3.7421947,-0.6139554494410208,1.8173019777240876e-06,16821.0,p7,7.120856729041323e-06,0.6139554494410208,5.740572900780917,5.1474677521058805,True,downregulated
Ppp3ca,12.835572,6.809792,-0.8250262773325465,1.8577997141962436e-06,16690.0,p7,7.220598079467182e-06,0.8250262773325465,5.731001108269149,5.141426828489246,True,downregulated
Dlg4,6.598496,3.248168,-0.8388730630872356,1.853064153783359e-06,17015.5,p7,7.220598079467182e-06,0.8388730630872356,5.732109544981259,5.141426828489246,True,downregulated
Slc2a13,7.4229813,4.3947864,-0.6427651288557154,1.870010566137659e-06,16783.0,p7,7.238750578597389e-06,0.6427651288557154,5.728155939558519,5.140336387345167,True,downregulated
Mpped1,9.014339,3.8790545,-1.0373937457326343,1.937618308270286e-06,16789.0,p7,7.4703356463432705e-06,1.0373937457326343,5.71273177059698,5.126659884653148,True,downregulated
Psen2,8.083877,4.593825,-0.699473024121277,1.9769986217347836e-06,16825.0,p7,7.589252175448741e-06,0.699473024121277,5.7039936334547585,5.1198010162095,True,downregulated
Ntn1,7.279282,3.5783954,-0.854663623254077,1.9842732250392023e-06,16922.0,p7,7.589252175448741e-06,0.854663623254077,5.70239852776803,5.1198010162095,True,downregulated
Idh2,24.70853,13.672946,-0.8090885851891118,2.0930236490690754e-06,16659.5,p7,7.973423425025048e-06,0.8090885851891118,5.679225864541305,5.098355172283281,True,downregulated
Syne2,25.987488,16.047031,-0.6627701577936204,2.176769128718575e-06,16670.0,p7,8.227158911692252e-06,0.6627701577936204,5.662187630417128,5.084750113997497,True,downregulated
Plxnb1,12.709342,7.507872,-0.688289077682946,2.1761796524134617e-06,16684.0,p7,8.227158911692252e-06,0.688289077682946,5.662305254731569,5.084750113997497,True,downregulated
Nfe2l2,9.111566,5.369733,-0.6667016163297409,2.2498180918223404e-06,16885.0,p7,8.469903404507635e-06,0.6667016163297409,5.647852595182643,5.07212154257703,True,downregulated
Sema4a,6.9778166,3.9578426,-0.6862814881887602,2.258734419166162e-06,16836.5,p7,8.470254071873109e-06,0.6862814881887602,5.646134830200131,5.072103562472412,True,downregulated
Cobll1,11.117467,6.3069487,-0.7297471686166175,2.4233148684016028e-06,16768.0,p7,9.05207110375696e-06,0.7297471686166175,5.615590153041579,5.043252043333305,True,downregulated
Unc13b,14.809835,9.226921,-0.6284504781713884,2.4418351967149566e-06,16701.0,p7,9.085898406381234e-06,0.6284504781713884,5.612283650617399,5.04163212354106,True,downregulated
Kcnq3,11.643129,6.247246,-0.8028488657037408,2.6112535417899245e-06,16748.0,p7,9.67877760663447e-06,0.8028488657037408,5.583150957953223,5.014179488994907,True,downregulated
Btg1,17.310787,10.047433,-0.7289826471202394,2.661861058159701e-06,16739.5,p7,9.828410060897359e-06,0.7289826471202394,5.574814617249531,5.007516732180781,True,downregulated
Cdkn2c,8.269141,4.562551,-0.7366890128145962,2.7238030942233605e-06,16890.0,p7,9.995804360651021e-06,0.7366890128145962,5.564824291099616,5.0001822525377015,True,downregulated
Ppp3cb,26.187416,16.172977,-0.6627988472656707,2.7280216067610076e-06,16728.0,p7,9.995804360651021e-06,0.6627988472656707,5.564152194257525,5.0001822525377015,True,downregulated
Ppp3r1,6.784755,3.9694505,-0.6475653523527005,2.800132745542102e-06,16929.5,p7,1.018230089288037e-05,0.6475653523527005,5.5528213796256765,4.992154073455939,True,downregulated
Atp6v1a,8.253027,5.085844,-0.6044680319039911,2.795825208012579e-06,16795.0,p7,1.018230089288037e-05,0.6044680319039911,5.553489983701932,4.992154073455939,True,downregulated
Fbxo8,5.8304358,2.6826882,-0.8912183504941044,3.0674363069780573e-06,17587.5,p7,1.1112222093203528e-05,0.8912183504941044,5.513224446307608,4.954199087204848,True,downregulated
Kit,15.861691,9.530968,-0.6791112523215479,3.1253617771739585e-06,16773.0,p7,1.1279501150703008e-05,0.6791112523215479,5.505099703524269,4.947710107115767,True,downregulated
Vamp2,10.648058,7.259557,-0.4959531666542221,3.638951907141683e-06,16813.5,p7,1.3083872025677962e-05,0.4959531666542221,5.4390236840677915,4.883263712392798,False,not_significant
Pten,9.428713,5.912117,-0.5933615614741798,3.7418693430147235e-06,16836.5,p7,1.3403711079455726e-05,0.5933615614741798,5.426911381079298,4.872774942068519,True,downregulated
Chd7,30.385502,19.490692,-0.6151295613271204,3.7681293499366457e-06,16813.0,p7,1.3447599167060148e-05,0.6151295613271204,5.423874197439797,4.871355244402636,True,downregulated
Itga6,8.938453,5.710922,-0.5665103233035527,3.855356127867932e-06,16907.0,p7,1.370793289908598e-05,0.5665103233035527,5.413935499007492,4.863028030126911,True,downregulated
Ripk1,8.730447,5.4674697,-0.589304665913471,3.956183456819278e-06,16906.0,p7,1.4014524422680837e-05,0.589304665913471,5.402723577429531,4.853421635264368,True,downregulated
Nxph1,6.9925933,4.4592023,-0.5499735212039982,4.05089322090668e-06,16896.5,p7,1.4297270191435342e-05,0.5499735212039982,5.392449204405204,4.844746875399834,True,downregulated
Smo,12.787102,6.808318,-0.8202354730712723,4.302298646257967e-06,16959.5,p7,1.512896227255549e-05,0.8202354730712723,5.3662994461289,4.820190860130087,True,downregulated
Pak2,12.010617,8.307111,-0.48328412326878556,4.3548366412794e-06,16859.0,p7,1.5257821808862133e-05,0.48328412326878556,5.361028131614199,4.816507461395019,False,not_significant
Cacnb4,11.718566,7.5116405,-0.579426879866955,4.589801016451487e-06,16873.0,p7,1.6022578093794284e-05,0.579426879866955,5.338206142203551,4.795267602994245,True,downregulated
Deaf1,7.8381324,4.9049625,-0.5818136331998223,4.657388139001654e-06,16969.0,p7,1.6199610918266623e-05,0.5818136331998223,5.331857567177339,4.7904954162029885,True,downregulated
Slitrk1,11.031323,6.570489,-0.6683369633468392,4.769284087703832e-06,16890.0,p7,1.6528926802150465e-05,0.6683369633468392,5.321546807562461,4.781755343587341,True,downregulated
Clta,10.807875,7.2719426,-0.5134512323753956,4.9082114522864135e-06,16893.0,p7,1.694921940357898e-05,0.5134512323753956,5.309076735557297,4.770850298435804,True,downregulated
Kcnd2,16.431713,10.243397,-0.6326364013861558,4.999259807032188e-06,16902.0,p7,1.7140319338396074e-05,0.6326364013861558,5.301094292767618,4.765981091070269,True,downregulated
Gabra4,10.517396,6.9445586,-0.5357755929377753,4.988563442339192e-06,16893.5,p7,1.7140319338396074e-05,0.5357755929377753,5.302024500245776,4.765981091070269,True,downregulated
Arhgef7,10.674897,6.5350885,-0.6317134769426,5.246993798671895e-06,16918.0,p7,1.7925672764145976e-05,0.6317134769426,5.280089449086237,4.746524535951748,True,downregulated
Robo1,21.543379,12.937252,-0.6937576261477296,5.274309343142989e-06,16906.0,p7,1.795509563623145e-05,0.6937576261477296,5.277834402020746,4.745812277300538,True,downregulated
Shank2,4.499155,2.5061586,-0.6493187094248404,6.008539671266145e-06,17568.0,p7,2.0382325386627204e-05,0.6493187094248404,5.221231067061297,4.690746269546019,True,downregulated
Abl1,7.4489408,4.2507133,-0.6862570447257433,6.335920865788167e-06,17120.5,p7,2.141719729280507e-05,0.6862570447257433,5.198190255624079,4.669237362631549,True,downregulated
Fxyd1,6.6727,2.4623618,-1.1479778411691903,6.504781757149864e-06,18038.5,p7,2.1910843813557434e-05,1.1479778411691903,5.186767269933376,4.659340896902317,True,downregulated
Gad1,9.884354,6.0030537,-0.6361996881308258,7.072958952550208e-06,17014.0,p7,2.374140067988881e-05,0.6361996881308258,5.150398862309561,4.624493662399035,True,downregulated
Gnal,9.385295,6.069463,-0.554869694609519,7.186461777451569e-06,16993.0,p7,2.4038339046527896e-05,0.554869694609519,5.143484879956905,4.619095543651329,True,downregulated
Cers2,10.245117,6.1479034,-0.653706644848141,7.214056692213555e-06,17050.0,p7,2.404685564071185e-05,0.653706644848141,5.141820449068007,4.6189417037876686,True,downregulated
Wdr47,11.457692,6.3135867,-0.7683858182640667,7.418254436358807e-06,17040.5,p7,2.4641952452956592e-05,0.7683858182640667,5.129698275023101,4.60832488474008,True,downregulated
Kctd7,5.8563266,3.1650329,-0.7191079504101969,7.731843997702314e-06,17425.5,p7,2.559506978549732e-05,0.7191079504101969,5.111716917139674,4.591843681999062,True,downregulated
Ssh2,6.2861385,3.683868,-0.6374540284579915,7.914958752116456e-06,17294.0,p7,2.6111204130693466e-05,0.6374540284579915,5.101551344070721,4.58317310001706,True,downregulated
Atp6v0a2,5.407932,2.6736424,-0.8026475970495253,8.19344009054718e-06,17683.0,p7,2.6937337283990728e-05,0.8026475970495253,5.086533717450738,4.569645335859588,True,downregulated
Zbtb20,65.5991,45.279922,-0.5251161943493349,8.340675952476982e-06,17027.0,p7,2.732781199446383e-05,0.5251161943493349,5.078798751456399,4.56339513877094,True,downregulated
Fbxo45,12.353422,7.8926377,-0.5865261986577699,8.37797294410099e-06,17039.0,p7,2.7356646348084863e-05,0.5865261986577699,5.076861046486928,4.562937143859517,True,downregulated
Slc38a2,10.261063,7.144846,-0.46738365066644066,8.827039285886016e-06,17063.0,p7,2.872528038796805e-05,0.46738365066644066,5.054184940524302,4.541735723462897,False,not_significant
Rac1,10.350903,6.947689,-0.5141996816203676,8.994208165404194e-06,17066.0,p7,2.9170404860770357e-05,0.5141996816203676,5.046037065173661,4.535057543193032,True,downregulated
Sdc4,4.0381265,1.6113387,-0.9480977258767976,9.806699462332391e-06,18361.0,p7,3.1698422504508736e-05,0.9480977258767976,5.008477133953626,4.49896235023127,True,downregulated
Nfatc2,7.979897,4.3856673,-0.7375737843849809,1.0451957078413396e-05,17318.0,p7,3.367073421233846e-05,0.7375737843849809,4.980802382397304,4.472747413433991,True,downregulated
Nrxn3,7.374499,4.310244,-0.6572246822205016,1.0607805756411075e-05,17293.0,p7,3.397984897610222e-05,0.6572246822205016,4.9743744413988775,4.468778555690375,True,downregulated
Pik3ca,12.3532505,8.183766,-0.5400331260233521,1.0618702805031944e-05,17098.5,p7,3.397984897610222e-05,0.5400331260233521,4.973928534010281,4.468778555690375,True,downregulated
Smad1,6.638344,3.6546092,-0.7145998133253579,1.0675158880816505e-05,17502.0,p7,3.404701835742141e-05,0.7145998133253579,4.971625652551332,4.467920915105607,True,downregulated
Atp6v1c1,10.26338,6.6528053,-0.5575792276396073,1.0735937813750427e-05,17105.0,p7,3.412748444106096e-05,0.5575792276396073,4.96916001275102,4.466895722668602,True,downregulated
Rnf2,8.579566,4.7031035,-0.7482130710631104,1.0890441562553622e-05,17307.0,p7,3.450436930710059e-05,0.7482130710631104,4.962954511034611,4.462125906497348,True,downregulated
P2ry12,6.666275,3.553833,-0.7514443673233258,1.092872294049191e-05,17620.0,p7,3.4511756654184975e-05,0.7514443673233258,4.9614305839149635,4.4620329344841485,True,downregulated
Cd9,9.900713,5.2972817,-0.7916213778473822,1.1432845140300362e-05,17316.5,p7,3.598534863832245e-05,0.7916213778473822,4.941845679055928,4.443874285363145,True,downregulated
Mdk,9.322842,5.64988,-0.6344399694404599,1.1686007796572352e-05,17351.5,p7,3.666198524414856e-05,0.6344399694404599,4.932333828276716,4.435784021718728,True,downregulated
Trp53,5.9362445,3.000516,-0.7939686781380554,1.2400164047735677e-05,17868.0,p7,3.877575728282166e-05,0.7939686781380554,4.9065725693091276,4.411439711746746,True,downregulated
Myc,7.0126133,4.195818,-0.6249219691575396,1.2690301868485909e-05,17348.0,p7,3.9554187642034e-05,0.6249219691575396,4.896528047073269,4.402807530534144,True,downregulated
Cers1,5.678916,3.0164495,-0.7336932450914969,1.2915365411538553e-05,17623.0,p7,4.012540710380909e-05,0.7336932450914969,4.888893301920411,4.3965805483056775,True,downregulated
Grin1,19.463297,11.497494,-0.7113997950016965,1.3346018933195046e-05,17164.0,p7,4.132960701892659e-05,0.7113997950016965,4.874648263377328,4.383738724172032,True,downregulated
Id3,4.4314504,2.4052963,-0.6735571484677287,1.3492268525432027e-05,18375.5,p7,4.158828785551975e-05,0.6735571484677287,4.869915023993888,4.381028958697482,True,downregulated
Stx1a,9.480728,5.7003117,-0.6454388434162022,1.351619355304392e-05,17183.0,p7,4.158828785551975e-05,0.6454388434162022,4.8691455977186076,4.381028958697482,True,downregulated
Dnm1,26.182957,17.629028,-0.5451499607876957,1.3689909194848366e-05,17164.5,p7,4.198821989474259e-05,0.5451499607876957,4.863599432531245,4.376872537038126,True,downregulated
Psen1,8.103203,4.422363,-0.7474525787925924,1.3855335954481084e-05,17321.0,p7,4.236026279077019e-05,0.7474525787925924,4.85838293928569,4.373041354319336,True,downregulated
Xrcc6,8.723025,4.598498,-0.7963654889094072,1.4103587440547292e-05,17323.0,p7,4.29823617235727e-05,0.7963654889094072,4.850670404545541,4.366709725295573,True,downregulated
Atp6v1e1,7.937334,5.2682395,-0.5117842468905616,1.447303125618935e-05,17208.0,p7,4.369216983000559e-05,0.5117842468905616,4.839440499982133,4.359596386926997,True,downregulated
Pld4,7.2492023,4.505014,-0.5835083908729243,1.44646999035093e-05,17287.0,p7,4.369216983000559e-05,0.5835083908729243,4.839690572150938,4.359596386926997,True,downregulated
Epb41l1,20.598797,13.893569,-0.5362614367810752,1.445615245143604e-05,17180.0,p7,4.369216983000559e-05,0.5362614367810752,4.839947280447933,4.359596386926997,True,downregulated
Pak3,19.19733,12.131255,-0.6211597987352606,1.475436138354633e-05,17186.0,p7,4.4401839900327514e-05,0.6211597987352606,4.831079583426241,4.352599033443854,True,downregulated
Cldn11,5.025881,2.332039,-0.8547668001270584,1.5209954070554334e-05,18195.0,p7,4.5629862211663e-05,0.8547668001270584,4.8178720973825655,4.340750842662903,True,downregulated
Nfib,54.346996,40.53876,-0.41404683420892274,1.6277260173946393e-05,17213.0,p7,4.867965659497987e-05,0.41404683420892274,4.788418694746171,4.312652494111474,False,not_significant
Srgap2,12.672452,9.159577,-0.42843160597552515,1.648296408661368e-05,17222.0,p7,4.914175628307184e-05,0.42843160597552515,4.782964687620174,4.308549326276436,False,not_significant
Slc38a1,19.928211,11.623625,-0.7293227745861603,1.6622837466321217e-05,17221.5,p7,4.926766031814352e-05,0.7293227745861603,4.779294841515483,4.307438061533625,True,downregulated
Mfge8,18.881548,12.693615,-0.5379267338447185,1.662783535737344e-05,17219.5,p7,4.926766031814352e-05,0.5379267338447185,4.779164284366581,4.307438061533625,True,downregulated
Pvr,5.8830266,3.4300857,-0.6357084907079529,1.681492857558032e-05,17648.5,p7,4.9668712100175714e-05,0.6357084907079529,4.774304973088996,4.3039171010283015,True,downregulated
Stxbp1,37.103474,24.550274,-0.5765837687694364,1.7284411295596792e-05,17230.0,p7,5.089887988887399e-05,0.5765837687694364,4.762345407873255,4.2932917749016255,True,downregulated
Cfl1,13.705383,9.921863,-0.42912547621013475,1.8072968485136257e-05,17243.0,p7,5.275183023328639e-05,0.42912547621013475,4.742970508710059,4.277762467851543,False,not_significant
Cacna2d1,12.309555,7.734182,-0.6077178626258346,1.8009011052824464e-05,17254.5,p7,5.275183023328639e-05,0.6077178626258346,4.744510135381113,4.277762467851543,True,downregulated
Ssh1,7.7851486,4.7181745,-0.619512056612073,1.8078491819532524e-05,17370.0,p7,5.275183023328639e-05,0.619512056612073,4.742837802941137,4.277762467851543,True,downregulated
Arid1b,5.7666206,3.336243,-0.6419899294948024,1.8567753631853057e-05,17782.0,p7,5.401528329266344e-05,0.6419899294948024,4.731240634994867,4.267483341833186,True,downregulated
Ntrk3,14.246101,9.578047,-0.5273671113160968,1.8807625637293903e-05,17258.0,p7,5.454779641027839e-05,0.5273671113160968,4.7256660283575735,4.2632227890937235,True,downregulated
Slc35f1,6.005294,3.9493542,-0.5012052836579335,1.9454885998625107e-05,17471.0,p7,5.625509204421718e-05,0.5012052836579335,4.710971309723416,4.249838160387883,True,downregulated
Vtcn1,3.4783437,1.7153507,-0.7218266974788337,2.044094409540642e-05,18589.0,p7,5.875241416643762e-05,0.7218266974788337,4.689499049537488,4.230974283309484,True,downregulated
Mapk8,9.159035,5.4527674,-0.6547734083654885,2.042876811900856e-05,17360.5,p7,5.875241416643762e-05,0.6547734083654885,4.689757821093798,4.230974283309484,True,downregulated
Unc5c,2.6501124,0.805157,-1.0158165638889305,2.108165781659897e-05,19312.0,p7,6.0413108966970185e-05,1.0158165638889305,4.676095240124988,4.218868814122264,True,downregulated
Axin2,18.29362,11.973687,-0.5725352365447467,2.196470606517892e-05,17299.0,p7,6.275630304336835e-05,0.5725352365447467,4.65827460415031,4.2023426485005855,True,downregulated
Mag,3.4030652,0.9295642,-1.1902331799551953,2.2065133605825706e-05,19195.0,p7,6.285616694834623e-05,1.1902331799551953,4.656293438527363,4.201652106359133,True,downregulated
Disc1,3.4947913,1.7885947,-0.6887158437625915,2.243472072812771e-05,18296.5,p7,6.371991686095445e-05,0.6887158437625915,4.649079332281475,4.195724799519561,True,downregulated
Tanc1,8.251806,5.1906753,-0.579638272520079,2.2777222762585798e-05,17407.0,p7,6.450186977015447e-05,0.579638272520079,4.642499230757949,4.190427695921462,True,downregulated
Bcl6,16.702211,9.28257,-0.7837287175250294,2.3691279389703542e-05,17443.0,p7,6.669685693288973e-05,0.7837287175250294,4.6254114856307424,4.175894631583672,True,downregulated
Cdh24,8.250351,5.287175,-0.5570961403043577,2.3649164772523344e-05,17377.0,p7,6.669685693288973e-05,0.5570961403043577,4.626184192815793,4.175894631583672,True,downregulated
Fgf12,6.8661547,4.3984237,-0.5431203491280495,2.408084716119961e-05,17398.0,p7,6.759536045249013e-05,0.5431203491280495,4.618328238719755,4.1700831117363215,True,downregulated
Grin3a,7.4273696,4.915197,-0.5106562065803087,2.468908760212529e-05,17385.0,p7,6.910065334705621e-05,0.5106562065803087,4.60749495934648,4.160517846349682,True,downregulated
Elavl2,8.719094,5.6379747,-0.550078735943441,2.5343079927436588e-05,17416.0,p7,7.07248742161021e-05,0.550078735943441,4.596140606729273,4.150427816261234,True,downregulated
Stx17,6.315875,4.1275244,-0.5127679905528338,2.6492498372546702e-05,17539.5,p7,7.371825634099952e-05,0.5127679905528338,4.576877083671536,4.1324249457052415,True,downregulated
Arhgef2,15.994133,10.798242,-0.5264649011112212,2.6949797277184118e-05,17359.0,p7,7.477400400605998e-05,0.5264649011112212,4.569444497331841,4.126249363085049,True,downregulated
Numb,6.6069317,3.9396236,-0.6229135383026125,2.82417310983746e-05,17797.0,p7,7.813274309636777e-05,0.6229135383026125,4.54910868639396,4.107166928145265,True,downregulated
Dnm3,5.9398446,3.9147806,-0.4977763396557456,2.9203936220730774e-05,17495.0,p7,8.0562582677878e-05,0.4977763396557456,4.534558608697725,4.0938666196047375,False,not_significant
Epm2a,5.881926,3.325826,-0.6698367789496401,2.9419687926892227e-05,17654.0,p7,8.092521607397288e-05,0.6698367789496401,4.531361938418397,4.091916132338008,True,downregulated
Stx5a,10.445429,6.335424,-0.6418192670766978,2.9564939011484085e-05,17423.0,p7,8.109240414578493e-05,0.6418192670766978,4.529223012555396,4.0910198238661035,True,downregulated
Cstb,4.3379536,2.2494662,-0.7160840231250465,3.0859680373335325e-05,18625.0,p7,8.440254461083166e-05,0.7160840231250465,4.510608576419844,4.0736444598461,True,downregulated
Stx8,6.1349726,3.8731453,-0.5500546321780951,3.19532032646552e-05,17740.0,p7,8.714509981269601e-05,0.5500546321780951,4.495485597898991,4.059757028337554,True,downregulated
P2ry13,4.392295,2.3883355,-0.67032267651686,3.3436521355281866e-05,18297.0,p7,9.071643890909028e-05,0.67032267651686,4.47577891169924,4.042314006428313,True,downregulated
Mecom,2.607144,1.0621779,-0.8066882706549736,3.3451686847727045e-05,19438.5,p7,9.071643890909028e-05,0.8066882706549736,4.4755819774420935,4.042314006428313,True,downregulated
Cep44,7.133689,3.9123535,-0.7274954284816941,3.3758862394218304e-05,17806.0,p7,9.129157154492837e-05,0.7274954284816941,4.471612196650583,4.0395693166661095,True,downregulated
Gabrb2,9.230275,4.8278575,-0.8118074429645006,3.397354738679447e-05,17509.0,p7,9.161406036888396e-05,0.8118074429645006,4.468859103407425,4.038037868340732,True,downregulated
Trim25,10.5553665,7.0285907,-0.5253443526842136,3.4072246463782314e-05,17463.0,p7,9.162284763370034e-05,0.5253443526842136,4.467599231425928,4.037996214498553,True,downregulated
Stxbp6,6.466161,3.6925657,-0.6699896376741009,3.495624706847785e-05,17655.0,p7,9.373742230653278e-05,0.6699896376741009,4.456475199748744,4.0280869933530505,True,downregulated
Rock2,5.458438,3.1827693,-0.6267268393215198,3.591191643984814e-05,17817.5,p7,9.603186568873039e-05,0.6267268393215198,4.444761418125313,4.017584633664064,True,downregulated
Mdga1,11.270914,5.7537208,-0.8614882854449692,3.682483748170302e-05,17538.0,p7,9.819956661787472e-05,0.8614882854449692,4.433859161143997,4.007890428871716,True,downregulated
Fubp1,12.79115,7.7438874,-0.6573960414651079,3.8896361393863127e-05,17499.5,p7,0.00010343630730778006,0.6573960414651079,4.410091023365213,3.985326992231303,True,downregulated
P2ry1,3.0880468,1.1909817,-0.8998342440465825,3.921970097270518e-05,19017.0,p7,0.00010400804677844468,0.8998342440465825,4.406495721897178,3.9829330593907755,True,downregulated
Itga9,5.903795,2.8890293,-0.8279794861166415,4.096728551044567e-05,17976.0,p7,0.0001083432344077902,0.8279794861166415,4.387562811416403,3.9651982034129474,True,downregulated
Ap2b1,9.3425455,6.459317,-0.47147582198305743,4.16595734558017e-05,17491.0,p7,0.0001098714025207957,0.47147582198305743,4.380285181021494,3.9591153316309806,False,not_significant
Cdk5r1,8.243088,4.687969,-0.7004612275577983,4.262862808990068e-05,17655.5,p7,0.0001121191314145333,0.7004612275577983,4.37029864395557,3.950320275372476,True,downregulated
Sema4d,8.709795,5.053331,-0.6817116200565259,4.3429761238029264e-05,17676.0,p7,0.00011391412783745382,0.6817116200565259,4.362212558233705,3.943422410588547,True,downregulated
